SET 1,SET 2,SET 3,SET 4,SET 5,Jogadora,Time,Partida,Vencedor,Serviço Err,Serviço Ace,Recepção Tot,Recepção Err,Ataque Exc.,Ataque Err,Ataque Blk,Bloqueio Pts,Fase,Cat,Jogo,VV
*,*,*,,,CAMILA BRAIT (L),OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,10,,,,,,classificatoria,returno,127,0
2,3,2,,,CARLA SANTOS,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,3,1,24,1,4,2,,2,classificatoria,returno,127,0
*,,,,,TANIELLY STORCH,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,4,1,,,1,,classificatoria,returno,127,0
5,4,6,,,NATALIA DANIELSKI,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,1,8,2,9,3,1,,classificatoria,returno,127,0
*,*,,,,JULIANA ODILON,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,1,,,,,,classificatoria,returno,127,0
4,,*,,,LAIZA FERREIRA,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,,,1,2,2,,classificatoria,returno,127,0
3,2,4,,,CAMILA LEITE,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,1,,1,,3,1,2,1,classificatoria,returno,127,0
*,3,5,,,FRANCIANE RICHTER,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,1,,1,,8,3,,1,classificatoria,returno,127,0
2,1,3,,,AMANDA SILVA,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,39,,4,2,5,1,classificatoria,returno,127,0
1,6,*,,,THAIS OLIVEIRA,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,1,,1,,1,,,,classificatoria,returno,127,0
*,,,,,TIFANY NASCIMENTO (L),UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,,,,,,,classificatoria,returno,127,0
*,*,*,,,KATRINA ZILBERMAN (L),UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,8,1,,,,,classificatoria,returno,127,0
,,*,,,ADRIADNE BORGES,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,,,,,,,,1,classificatoria,returno,127,0
6,5,1,,,JUSSARA SILVA,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,2,,,,1,1,1,1,classificatoria,returno,127,0
,*,2,,,DEBORA PADILHA NUNES,UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE x UNILIFE-MARINGA,OSASCO SÃO CRISTOVÃO SAUDE,1,,,,1,,,,classificatoria,returno,127,0
6,6,1,,,BEATRIZ FERNANDES DOS SANTOS,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,2,,,,2,,1,2,classificatoria,returno,128,0
*,,,,,GABRIELA LIMA CORDAL SASSO,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,1,,,,,,,,classificatoria,returno,128,0
5,5,3,,,TAMARA ABILA PAULA,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,1,2,20,2,9,2,2,,classificatoria,returno,128,0
*,2,6,,,IZADORA STEDILE,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,2,1,20,,8,2,2,,classificatoria,returno,128,0
4,4,,,,GABRIELLA ALEXANDRA GUEDES,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,1,,,,3,3,1,,classificatoria,returno,128,0
*,*,*,,,NELMAIRA CAROLINA VALDEZ,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,,,,,,,,classificatoria,returno,128,0
1,1,2,,,CALI TORI THOMPSON,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,1,,,,,,,,classificatoria,returno,128,0
3,3,4,,,MELISSA RANGEL PAEZ,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,1,,,,8,1,,2,classificatoria,returno,128,0
2,,5,,,RAFAELA BERNARDES PATALLO,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,,15,3,1,,,,classificatoria,returno,128,0
,*,*,,,PAMELLA OLIVEIRA,CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,,,,,,,,classificatoria,returno,128,0
*,*,*,,,TASSIA STHAEL (L),CURITIBA VÔLEI,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,,11,1,,,,,classificatoria,returno,128,0
5,5,5,,,ANA CLARA MEDINA,COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,4,2,15,1,10,2,3,2,classificatoria,returno,128,0
*,*,*,,,GABRIELLA SILVA (L),COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,,16,2,,,,,classificatoria,returno,128,0
3,3,3,,,EMANUELLA DA SILVA,COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,3,2,,,1,,,1,classificatoria,returno,128,0
4,4,4,,,AMANDA KAROLINE MARQUES,COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,,,,14,1,,,classificatoria,returno,128,0
2,2,2,,,GABRIELLE MARCONDES,COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,1,16,,9,2,1,,classificatoria,returno,128,0
1,1,1,,,AMANDA RODRIGUES SEHN,COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,1,,,,1,,,1,classificatoria,returno,128,1
6,6,6,,,LANNA GABRIELLA MACHADO,COUNTRY CLUB VALINHOS,CURITIBA VÔLEI x COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS,,1,,,8,,,1,classificatoria,returno,128,0
*,*,*,*,,ROSELY NOGUEIRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,,,,,classificatoria,returno,129,0
*,,,,,ISABELLA BERNARDO (L),ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,,,,,classificatoria,returno,129,0
*,*,*,,,CAROLINA GROSSI,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,1,1,3,,,,classificatoria,returno,129,0
6,5,6,5,,CAROLINA LEITE,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,1,,,,classificatoria,returno,129,0
3,2,3,2,,EDINARA BRANCHER,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,15,2,1,2,classificatoria,returno,129,0
2,1,2,1,,GABRIELA MARTINS,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,,,,5,2,,2,classificatoria,returno,129,0
,,*,,,DANIELE OLIVEIRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,,,,,classificatoria,returno,129,0
1,6,1,6,,TALIA COSTA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,3,,47,3,13,1,,,classificatoria,returno,129,0
,*,*,*,,CAMILA MESQUITA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,2,1,,,classificatoria,returno,129,0
4,3,4,3,,SONALY CIDRÃO,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,25,1,12,1,4,1,classificatoria,returno,129,0
5,4,5,4,,LARISSA GONGRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,1,,,4,,1,2,classificatoria,returno,129,0
*,*,*,*,,VITORIA PARISE (L),ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,17,2,,,,,classificatoria,returno,129,0
3,5,3,3,,MILKA SILVA,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,4,1,,8,,1,1,classificatoria,returno,129,0
*,*,*,*,,NATALIA ARAUJO (L),SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,17,,,,,,classificatoria,returno,129,0
*,*,*,*,,JUMA SILVA,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,1,,,,,,,classificatoria,returno,129,0
5,1,5,5,,MAIRA CIPRIANO,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,2,26,,13,3,1,1,classificatoria,returno,129,0
6,2,6,6,,JUCIELY SILVA,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,13,,,2,classificatoria,returno,129,1
*,*,*,,,SABRINA MACHADO,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,1,1,,,classificatoria,returno,129,0
4,6,4,4,,MONIQUE PAVAO,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,11,6,3,2,classificatoria,returno,129,0
2,4,2,2,,YONKAIRA PENA,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,,26,,16,3,2,,classificatoria,returno,129,0
,*,,,,MARCELLE SILVA (L),SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,1,1,,,,,classificatoria,returno,129,0
1,3,1,1,,GIOVANA GASPARINI,SESC RJ FLAMENGO,ESPORTE CLUBE PINHEIROS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,2,,,,classificatoria,returno,129,0
,,,,4,MARA LEÃO,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,1,,,1,,,1,classificatoria,returno,130,0
2,2,2,2,2,DANIELLE LINS,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,1,1,,,1,,,,classificatoria,returno,130,0
3,3,,,,SUELLE OLIVEIRA,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,1,,18,,6,1,1,,classificatoria,returno,130,0
,*,*,4,1,ADENIZIA FERREIRA,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,2,,1,,4,,,1,classificatoria,returno,130,0
*,*,*,*,*,NYEME NUNES (L),SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,20,,,,,,classificatoria,returno,130,0
1,1,1,1,,MAYHARA SILVA,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,7,,,2,classificatoria,returno,130,0
*,*,*,*,*,LETICIA GOMES (L),SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,2,,,,,,classificatoria,returno,130,0
,,3,3,3,SABRINA GROTH,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,25,1,12,,1,,classificatoria,returno,130,1
5,5,5,*,,NIA REED,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,2,2,,,9,4,1,1,classificatoria,returno,130,0
*,*,*,5,5,IVNA COLOMBO,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,8,,2,2,classificatoria,returno,130,0
,,*,*,,DRUSSYLA COSTA,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,3,,,,,,classificatoria,returno,130,0
4,4,4,,,MAYANY SOUZA,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,4,,1,3,classificatoria,returno,130,0
6,6,6,6,6,THAISINHA SOUZA,SESI VOLEI BAURU,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,5,1,20,1,17,2,6,1,classificatoria,returno,130,0
3,4,3,4,1,LARA NOBRE,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,1,,,,8,1,2,4,classificatoria,returno,130,0
*,,,*,*,MARIA CLARA CARVALHAES,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,,,,,classificatoria,returno,130,0
,,,*,4,DANIELA SEIBT,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,,,,,classificatoria,returno,130,0
1,2,1,2,2,FRANCINE TOMAZONI,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,1,2,,,2,,,,classificatoria,returno,130,0
2,3,2,,,GABRIELA CANDIDO,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,2,,16,1,9,1,2,,classificatoria,returno,130,0
6,1,6,1,,LAYS FERNANDA FREITAS,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,3,,4,1,1,3,classificatoria,returno,130,0
*,,,5,5,JADA BURSE,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,1,,,,9,,3,,classificatoria,returno,130,0
,,,*,,ISABELLA LETICIA ROCHA,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,,,,,classificatoria,returno,130,0
*,,,6,6,MAYARA BARCELOS,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,2,,28,3,4,2,,,classificatoria,returno,130,0
5,6,5,3,3,PAULA MOHR,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,26,1,10,3,2,3,classificatoria,returno,130,0
,,*,,*,FRANCYNNE JACINTHO,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,,,,,,,classificatoria,returno,130,0
4,5,4,,,KIMBERLY GOMES,FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,1,,,,14,2,1,2,classificatoria,returno,130,0
*,*,*,*,*,LETICIA MOURA (L),FLUMINENSE,SESI VOLEI BAURU x FLUMINENSE,SESI VOLEI BAURU,,,23,,,,,,classificatoria,returno,130,0
*,,,,,LIMA VIVIAN,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,,,,,classificatoria,returno,131,0
2,2,3,,,DIANA DUARTE,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,1,,,1,1,,,classificatoria,returno,131,0
4,4,5,,,GLAYCE VASCONCELOS,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,11,1,3,,2,,classificatoria,returno,131,0
3,3,4,,,LORRAYNA MARYS DA SILVA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,4,,,,13,6,6,,classificatoria,returno,131,0
5,5,6,,,LORENA VIEZEL,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,1,,,4,2,1,3,classificatoria,returno,131,0
1,1,2,,,KARINA BARBOSA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,34,1,8,1,2,,classificatoria,returno,131,0
,*,,,,LARISSA BESEN,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,1,classificatoria,returno,131,0
6,6,1,,,JACKELINE SANTOS,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,,,,,classificatoria,returno,131,0
*,*,*,,,LAIS ZURLY VASQUES (L),BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,10,2,,,,,classificatoria,returno,131,0
*,*,*,,,PAULINA  DE SOUZA (L),BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,2,,,,,,classificatoria,returno,131,0
,,*,,,KAROLINE TORMENA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,8,,2,,1,,classificatoria,returno,131,0
*,,,,,GABRIELA SOUZA,BARUERI VOLLEYBALL CLUB,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,returno,131,0
6,4,6,,,BRAYELIN MARTINEZ,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,14,,,2,classificatoria,returno,131,0
2,6,2,,,JINEIRY MARTINEZ,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,,,,6,1,,2,classificatoria,returno,131,0
3,1,3,,,CLAUDIA BUENO,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,1,,4,classificatoria,returno,131,0
,*,*,,,TAINARA SANTOS,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,returno,131,0
4,2,4,,,ANNE ELISE BUIJS,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,1,25,1,9,1,2,1,classificatoria,returno,131,0
*,,*,,,ARIANE PINTO,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,,,,,classificatoria,returno,131,0
1,5,1,,,KASIELY CLEMENTE,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,2,5,,5,1,1,,classificatoria,returno,131,0
5,3,5,,,ANA CAROLINA SILVA,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,1,,,5,,1,3,classificatoria,returno,131,1
*,*,*,,,SUELEN  PINTO (L),DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,13,1,,,,,classificatoria,returno,131,0
,*,*,,,LYARA BATISTA,DENTIL PRAIA CLUBE,BARUERI VOLLEYBALL CLUB x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,,,,,classificatoria,returno,131,0
6,6,6,,,ANA CRISTINA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,1,1,,,,1,1,1,classificatoria,returno,132,0
,,*,,,NATALIA MONTEIRO,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,4,1,,,,,classificatoria,returno,132,0
*,*,*,,,MAYNARA DEVESA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,1,,,,,,,,classificatoria,returno,132,0
5,5,5,,,ALINE CRISTINA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,1,1,,,2,1,,,classificatoria,returno,132,0
1,1,1,,,ANA CAROLINE,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,22,2,3,1,4,,classificatoria,returno,132,0
3,3,3,,,ARIANNE TOLENTINO,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,1,,,,10,6,4,2,classificatoria,returno,132,0
2,2,2,,,EDNA SCHLINDWEIN,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,,,4,1,3,1,classificatoria,returno,132,0
*,*,,,,EMILCE SOSA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,,,,,,,classificatoria,returno,132,0
,,*,,,GEOVANA FREITAS,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,1,,,,,,,classificatoria,returno,132,0
*,*,*,,,VITORIA TRINDADE (L),BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,12,2,,,,,classificatoria,returno,132,0
*,*,*,,,SARA DIAS,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,,,1,1,1,1,classificatoria,returno,132,0
4,4,4,,,ISABELA PAQUIARDI,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,24,2,11,,1,1,classificatoria,returno,132,0
,,*,,,JULIANA PAES (L),BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,3,,,,,,classificatoria,returno,132,0
6,2,6,,,MACRIS  CARNEIRO,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,1,,,1,,,2,classificatoria,returno,132,0
1,3,1,,,PRISCILA DAROIT,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,1,,15,1,14,3,2,3,classificatoria,returno,132,0
2,4,2,,,THAISA DAHER,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,2,,,,6,2,,5,classificatoria,returno,132,0
5,1,5,,,JULIA KUDIESS,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,2,1,,,4,1,,3,classificatoria,returno,132,0
3,5,3,,,KISY CESARIO,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,1,1,,,8,1,1,,classificatoria,returno,132,0
,,*,,,JULIA MOREIRA (L),ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,,,,,,,classificatoria,returno,132,0
4,6,4,,,PRISCILA SOUZA,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,2,1,24,3,9,1,3,,classificatoria,returno,132,1
,*,*,,,REBECA CAMILLE,ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,,,1,,,1,classificatoria,returno,132,0
*,*,*,,,LEIA  SILVA (L),ITAMBÉ MINAS,BRASÍLIA VÔLEI x ITAMBÉ MINAS,ITAMBÉ MINAS,,,12,1,,,,,classificatoria,returno,132,0
*,,*,,,ROSELY NOGUEIRA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,playoffs,quartas,133,0
*,,*,,,CAROLINA GROSSI,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,1,,1,,playoffs,quartas,133,0
2,1,2,,,CAROLINA LEITE,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,,1,,2,,,,playoffs,quartas,133,0
5,4,5,,,EDINARA BRANCHER,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,1,,,12,4,6,1,playoffs,quartas,133,0
4,3,4,,,GABRIELA MARTINS,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,,,,3,,1,3,playoffs,quartas,133,0
3,2,3,,,TALIA COSTA,ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,21,2,2,1,1,1,playoffs,quartas,133,0
